CODE;MNEMONIC;NAME;DESCRIPTION;GROUP;NSI_ID;STARTED;REVOKED;EXP;PWR_VIS;PWR_READ;PWR_ISS;CXT;LEGAL_RELATIONS;LAW_DETAILS;autokey
BBDOCS_CNTRCT_SRVC_LC_CNTRCTLC3;CNTRCTLC3;Заключать и подписывать договоры (соглашения) о досрочной выплате (дисконтировании) по аккредитивам;Заключать и подписывать договоры (соглашения) о досрочной выплате (дисконтировании) по аккредитивам;7a5ffd3a-293f-4790-bf2c-cfd68323984e;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLC3
BBDOCS_CNTRCT_OBLGTN_GRNT_CNTRCTGRNT1;CNTRCTGRNT1;Заключать и подписывать договоры на выдачу банковских гарантий;Заключать и подписывать договоры на выдачу банковских гарантий;069d7064-987b-42eb-947c-4216d3decd1d;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTGRNT1
BBDOCS_DOCS_DCSALL_SRCDOC_SOURCEDOCS24;SOURCEDOCS24;Подписывать, направлять и получать кассовые документы и подтверждающие расходы документы (приходный кассовый ордер, расходный кассовый ордер, кассовую книгу, платежные ведомости, карточки депонентов);Подписывать, направлять и получать кассовые документы и подтверждающие расходы документы (приходный кассовый ордер, расходный кассовый ордер, кассовую книгу, платежные ведомости, карточки депонентов);a0456f38-50b2-44e1-8998-2d3bbf5cb67b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_SOURCEDOCS24
BBDOCS_CNTRCT_ACCNT_NMNL_ADDTNLCNTRCTNMNLGENERAL;ADDTNLCNTRCTNMNLGENERAL;Заключать и подписывать к договорам номинального счета приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам номинального счета приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;2366bed6-918b-4613-9734-267f90ae88c5;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTNMNLGENERAL
BBDOCS_CNTRCT_SRVC_CNNCTN_DOCSCNNCTN1;DOCSCNNCTN1;Подписывать акты об оказании услуг;Подписывать акты об оказании услуг;ff7645f5-5934-46a3-8858-17d663ee81ed;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCNNCTN1
BBDOCS_CNTRCT_TRFFC_TRNSPRT_CNTRCTTRNSPRT7;CNTRCTTRNSPRT7;Заключать и подписывать договоры оказания транспортных услуг;Заключать и подписывать договоры оказания транспортных услуг;20d9419a-eea2-43a9-ab03-ad64d5fb7b73;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRNSPRT7
BBDOCS_CNTRCT_ACCNT_BACCNT_CNTRCTBACCNT9;CNTRCTBACCNT9;Заключать и подписывать договоры на расчетно-кассовое обслуживание;Заключать и подписывать договоры на расчетно-кассовое обслуживание;fa158235-a3ae-495f-a019-faac6cf5ff25;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBACCNT9
BBDOCS_CNTRCT_SALE_RTLSL_ADDTNLCNTRCTRTLSLGENERAL;ADDTNLCNTRCTRTLSLGENERAL;Заключать и подписывать к договорам розничной купли-продажи приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам розничной купли-продажи приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;dc8324df-6c69-47bf-95a4-efda153e9c61;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTRTLSLGENERAL
BBDOCS_CNTRCT_SRVC_CNNCTN_ADDTNLCNTRCTCNNCTNGENERAL;ADDTNLCNTRCTCNNCTNGENERAL;Заключать и подписывать к договорам услуг связи, приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам услуг связи, приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;ff7645f5-5934-46a3-8858-17d663ee81ed;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTCNNCTNGENERAL
BBDOCS_CNTRCT_INSRNC_PRSNL_DOCSPRSNL6;DOCSPRSNL6;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSPRSNL6
BBDOCS_CNTRCT_OBLGTN_CLLTRL_DOCSCLLTRL12;DOCSCLLTRL12;Подписывать, направлять и получать залоговые поручения/распоряжения, кроме распоряжений о прекращении залога/ипотеки;Подписывать, направлять и получать залоговые поручения/распоряжения, кроме распоряжений о прекращении залога/ипотеки;6ebcfc3d-17ba-43d8-99cb-85cc4f5352f4;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCLLTRL12
BBDOCS_CNTRCT_STRG_ARCHV_CNTRCTARCHVGENERAL;CNTRCTARCHVGENERAL;Заключать и подписывать договоры архивного хранения;Заключать и подписывать договоры архивного хранения;016651f4-323c-4445-8882-3d5a64009d18;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTARCHVGENERAL
BBDOCS_CNTRCT_SRVC_MRKTNG_ADDTNLCNTRCTMRKTNGGENERAL;ADDTNLCNTRCTMRKTNGGENERAL;Заключать и подписывать к договорам услуг/работ, связанных с рекламой и маркетингом, приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам услуг/работ, связанных с рекламой и маркетингом, приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;b3812a09-b5d7-4551-a5ad-6b6410243e27;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTMRKTNGGENERAL
BBDOCS_CNTRCT_TRFFC_PICKUP_DOCSPICKUPGENERAL;DOCSPICKUPGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам инкассации;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам инкассации;16a1e7f6-51d6-493d-b306-8ea9a24ed446;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSPICKUPGENERAL
BBDOCS_CNTRCT_INSRNC_BRSKS_CNTRCTBRSKS1;CNTRCTBRSKS1;Заключать и подписывать договоры добровольного страхования предпринимательских рисков (по договорам страхования с индивидуальными предпринимателями и юридическими лицами);Заключать и подписывать договоры добровольного страхования предпринимательских рисков (по договорам страхования с индивидуальными предпринимателями и юридическими лицами);13295adb-2d6d-44be-ab79-cf542faa0855;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBRSKS1
BBDOCS_CNTRCT_INSRNC_FRSKS_DOCSFRSKSGENERAL;DOCSFRSKSGENERAL;Подписывать все виды документов, связанные с исполнением/неисполнением обязательств по договорам страхования финансовых рисков;Подписывать все виды документов, связанные с исполнением/неисполнением обязательств по договорам страхования финансовых рисков;67c4ac52-5415-4ad9-b1ed-c4ca55c4ad99;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSFRSKSGENERAL
BBDOCS_CNTRCT_INSRNC_BRSKS_DOCSBRSKS1;DOCSBRSKS1;Подписывать документы, связанные с отказом в страховой выплате;Подписывать документы, связанные с отказом в страховой выплате;13295adb-2d6d-44be-ab79-cf542faa0855;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSBRSKS1
BBDOCS_CNTRCT_ACCNT_BACCNT_CNTRCTBACCNT3;CNTRCTBACCNT3;Заключать и подписывать договоры открытия специальных счетов;Заключать и подписывать договоры открытия специальных счетов;fa158235-a3ae-495f-a019-faac6cf5ff25;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBACCNT3
BBDOCS_CNTRCT_DEBT_CRDT_CNTRCTCRDT5;CNTRCTCRDT5;Заключать и подписывать генеральные соглашения о краткосрочном кредитовании;Заключать и подписывать генеральные соглашения о краткосрочном кредитовании;b10a109c-ded0-412b-8ecf-9ebd1cbe2b62;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTCRDT5
BBDOCS_CNTRCT_RENT_EQPMNT_ADDTNLCNTRCTEQPMNTGENERAL;ADDTNLCNTRCTEQPMNTGENERAL;Заключать и подписывать к договорам аренды (лизинга) оборудования, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам аренды (лизинга) оборудования, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;88a6721c-54fe-492b-bd20-396326ffa933;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTEQPMNTGENERAL
BBDOCS_DOCS_DCSALL_SRCDOC_SOURCEDOCS32;SOURCEDOCS32;Подписывать и предъявлять к оплате платежные поручения;Подписывать и предъявлять к оплате платежные поручения;a0456f38-50b2-44e1-8998-2d3bbf5cb67b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_SOURCEDOCS32
BBDOCS_CNTRCT_STRG_BNK_CNTRCTBNK3;CNTRCTBNK3;Заключать и подписывать договоры на предоставление в аренду специальных помещений и сейфов для хранения документов;Заключать и подписывать договоры на предоставление в аренду специальных помещений и сейфов для хранения документов;637119cc-d901-44c4-9ff0-b7468a0e7e63;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBNK3
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL35;CNTRCTPRSNL35;Заключать и подписывать договоры добровольного медицинского страхования граждан, выезжающих за рубеж;Заключать и подписывать договоры добровольного медицинского страхования граждан, выезжающих за рубеж;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL35
BBDOCS_CNTRCT_INSRNC_STT_CNTRCTSTT3;CNTRCTSTT3;Заключать и подписывать договоры обязательного государственного страхования жизни и здоровья военнослужащих, граждан, призванных на военные сборы;Заключать и подписывать договоры обязательного государственного страхования жизни и здоровья военнослужащих, граждан, призванных на военные сборы;0ada32c1-6183-40c7-b91f-20bdffce81da;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSTT3
BBDOCS_CNTRCT_SALE_SCRTS_CNTRCTSCRTS13;CNTRCTSCRTS13;Заключать и подписывать договоры выдачи векселей;Заключать и подписывать договоры выдачи векселей;6c0d78fc-7903-4c0b-bd46-bcab6235a344;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSCRTS13
BBDOCS_CNTRCT_SRVC_SRVCWRK_ADDTNLCNTRCTSRVCWRKGENERAL;ADDTNLCNTRCTSRVCWRKGENERAL;Заключать и подписывать к договорам услуг/работ, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам услуг/работ, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;9c18d7c3-1d42-4919-8266-baf81d662b07;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTSRVCWRKGENERAL
BBDOCS_CNTRCT_SALE_RLSTT_CNTRCTRLSTT1;CNTRCTRLSTT1;Заключать и подписывать договоры долевого участия в строительстве/инвестирование строительства;Заключать и подписывать договоры долевого участия в строительстве/инвестирование строительства;eebd6552-3b72-4ea7-aa53-9e92e6b03f17;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTRLSTT1
BBDOCS_DOCS_DCSALL_SRCDOC_SOURCEDOCS33;SOURCEDOCS33;Подписывать и предъявлять к оплате инкассовые поручения;Подписывать и предъявлять к оплате инкассовые поручения;a0456f38-50b2-44e1-8998-2d3bbf5cb67b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_SOURCEDOCS33
BBDOCS_CNTRCT_SRVC_CNNCTN_DOCSCNNCTNGENERAL;DOCSCNNCTNGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам услуг связи;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам услуг связи;ff7645f5-5934-46a3-8858-17d663ee81ed;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCNNCTNGENERAL
BBDOCS_CNTRCT_SALE_RLSTT_DOCSLSRLSTT6;DOCSLSRLSTT6;Подписывать, направлять акты передачи (приема/возврата) объекта недвижимости;Подписывать, направлять акты передачи (приема/возврата) объекта недвижимости;eebd6552-3b72-4ea7-aa53-9e92e6b03f17;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSLSRLSTT6
BBDOCS_CNTRCT_SALE_DLVR_DOCSDLVRGDSGENERAL;DOCSDLVRGDSGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам поставки товара;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам поставки товара;669d5cea-1508-4d48-aa06-a341c71795d6;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSDLVRGDSGENERAL
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL13;CNTRCTPRSNL13;Заключать и подписывать договоры страхования от несчастных случаев посетителей массовых мероприятий;Заключать и подписывать договоры страхования от несчастных случаев посетителей массовых мероприятий;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL13
BBDOCS_CNTRCT_INSRNC_BRSKS_DOCSBRSKS5;DOCSBRSKS5;Подписывать распоряжения на страховые выплаты;Подписывать распоряжения на страховые выплаты;13295adb-2d6d-44be-ab79-cf542faa0855;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSBRSKS5
BBDOCS_CNTRCT_SALE_SCRTS_DOCSSCRTS10;DOCSSCRTS10;Подписывать документы, связанные с исполнением/неисполнением обязательств по сделкам по собственной позиции;Подписывать документы, связанные с исполнением/неисполнением обязательств по сделкам по собственной позиции;6c0d78fc-7903-4c0b-bd46-bcab6235a344;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSCRTS10
BBDOCS_CNTRCT_SRVC_SRVCWRK_CNTRCTSRVC1;CNTRCTSRVC1;Заключать и подписывать договоры оказания услуг по обеспечению безопасности с использованием комплекса тревожной сигнализации;Заключать и подписывать договоры оказания услуг по обеспечению безопасности с использованием комплекса тревожной сигнализации;9c18d7c3-1d42-4919-8266-baf81d662b07;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSRVC1
BBDOCS_CNTRCT_INSRNC_STT_DOCSSTT6;DOCSSTT6;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;Подписывать запросы и иные документы, адресованные третьим лицам касательно взыскания страховой организацией денежных средств в порядке суброгации и регресса;0ada32c1-6183-40c7-b91f-20bdffce81da;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSTT6
BBDOCS_CNTRCT_SRVC_BANK_CNTRCTBANK16;CNTRCTBANK16;Заключать и подписывать договоры на изготовление для кредитной организации аффинажной организацией драгоценных металлов в виде слитков;Заключать и подписывать договоры на изготовление для кредитной организации аффинажной организацией драгоценных металлов в виде слитков;315ec957-f949-4e92-9da4-6f0a82970049;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBANK16
BBDOCS_CNTRCT_DPST_SVNGS_CNTRCTSVNGS3;CNTRCTSVNGS3;Заключать и подписывать договоры на привлечение ресурсов российских и международных капиталов;Заключать и подписывать договоры на привлечение ресурсов российских и международных капиталов;7c098ea7-52bd-47fc-85fa-701bfe509e48;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSVNGS3
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL34;CNTRCTPRSNL34;Заключать и подписывать договоры добровольного медицинского страхования;Заключать и подписывать договоры добровольного медицинского страхования;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL34
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL33;CNTRCTPRSNL33;Заключать и подписывать договоры страхования от несчастных случаев и болезней заемщика по договору потребительского кредита (займа), в том числе, обеспеченном ипотекой в составе комбинированного (комплексного) договора страхования;Заключать и подписывать договоры страхования от несчастных случаев и болезней заемщика по договору потребительского кредита (займа), в том числе, обеспеченном ипотекой в составе комбинированного (комплексного) договора страхования;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL33
BBDOCS_CNTRCT_MNGMNT_TRUST_CNTRCTTRUST3;CNTRCTTRUST3;Заключать и подписывать акционерные соглашения, корпоративный договор;Заключать и подписывать акционерные соглашения, корпоративный договор;364dfa29-0dfa-4f84-b135-881ad9d1e007;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRUST3
BBDOCS_CNTRCT_INSRNC_PRPRT_CNTRCTPRPRT20;CNTRCTPRPRT20;Заключать и подписывать договоры страхования имущества сельскохозяйственных товаропроизводителей, заемщиков по договорам кредита (займа);Заключать и подписывать договоры страхования имущества сельскохозяйственных товаропроизводителей, заемщиков по договорам кредита (займа);3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRPRT20
BBDOCS_CNTRCT_SRVC_HR_CNTRCTHR11;CNTRCTHR11;Заключать и подписывать договоры на услуги по предоставлению персонала;Заключать и подписывать договоры на услуги по предоставлению персонала;895a318c-813a-4c16-8a87-01d988872ee9;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTHR11
BBDOCS_CNTRCT_INSRNC_PRSNL_DOCSPRSNL4;DOCSPRSNL4;Подписывать акты о страховых случаях;Подписывать акты о страховых случаях;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSPRSNL4
BBDOCS_CNTRCT_OBLGTN_SRTSHP_DOCSSRTSHPGENERAL;DOCSSRTSHPGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам поручительства;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам поручительства;d8069972-14a7-4207-82ec-5b3107cc1ed5;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSRTSHPGENERAL
BBDOCS_CNTRCT_SRVC_BANK_CNTRCTBANK8;CNTRCTBANK8;Заключать и подписывать договоры на выпуск, распространение и обслуживание платежных карт;Заключать и подписывать договоры на выпуск, распространение и обслуживание платежных карт;315ec957-f949-4e92-9da4-6f0a82970049;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBANK8
BBDOCS_CNTRCT_RENT_EQPMNT_ADDTNLCNTRCTEQPMNT1;ADDTNLCNTRCTEQPMNT1;Заключать и подписывать к договорам аренды рекламной поверхности, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам аренды рекламной поверхности, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;88a6721c-54fe-492b-bd20-396326ffa933;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTEQPMNT1
BBDOCS_CNTRCT_SRVC_AUDIT_DOCSAUDIT1;DOCSAUDIT1;Подписывать акты об оказании услуг;Подписывать акты об оказании услуг;0b564ffe-69d8-4a1e-bb97-dba98002056f;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSAUDIT1
BBDOCS_CNTRCT_RENT_VHCLS_ADDTNLCNTRCTVHCLSGENERAL;ADDTNLCNTRCTVHCLSGENERAL;Заключать и подписывать к договорам аренды (лизинга) транспортных средств, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам аренды (лизинга) транспортных средств, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;bb532f35-9466-4583-83c6-81cd7d111517;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTRCTVHCLSGENERAL
